Node ID	No Taxa	Original BL	No different from original	Pct time scaled	Mean Scalar	Mode Scalar	Median Scalar	SD Scalar	Mean SigV	Mode SigV	Median SigV	SD SigV	Mean DeltaB	Mode DeltaB	Median DeltaB	SD DeltaB	Mean DeltaV	Mode DeltaV	Median DeltaV	SD DeltaV	Taxa List	
0	79	0.000000	0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Albertonectes_vanderveldei,Archaeonectrus_rostratus,Aristonectes_quiriquinensis,Attenborosaurus_conybeari,Avalonnectes_arturi,Bobosaurus_forojuliensis,Brancasaurus_brancai,Callawayasaurus_colombiensis,Ceresiosaurus_calcagnii,Colymbosaurus_trochanterius,Corosaurus_alcovensis,Cryptoclidus_eurymerus,Cyamodus_orientalis,Dactylosaurus_schroederi,Diandongosaurus_acutidentatus,Dianmeisaurus_gracilis,Dianopachysaurus_dingi,Dolichorhynchops_osborni,Elasmosaurus_platyurus,Eopleiosaurus_antiquior,Glyphoderma_kangi,Hauffiosaurus_longirostris,Hauffiosaurus_tomistomimus,Hauffiosaurus_zanoni,Henodus_chelyops,Hydrotherosaurus_alexandrae,Kaiwhekea_katiki,Keichousaurus_hui,Kronosaurus_boyacensis,Kronosaurus_queenslandicus,Lariosaurus_balsami,Lariosaurus_valceresii,Lariosaurus_xingyiensis,Libonectes_atlasense,Lindwurmia_thiuda,Liopleurodon_ferox,Luskhan_itilensis,Macroplata_tenuiceps,Manemergus_anguirostris,Meyerasaurus_victor,Microcleidus_brachypterygius,Microcleidus_homalospondylus,Microcleidus_sp,Microcleidus_tournemirensis,Morenosaurus_stocki,Muraenosaurus_leedsii,Neusticosaurus_edwardsii,Neusticosaurus_peyeri,Neusticosaurus_pusillus,Nichollssaura_borealis,Nothosaurus_giganteus,Nothosaurus_marchicus,Nothosaurus_youngi,Panzhousaurus_rotundirostris,Paraplacodus_broilii,Peloneustes_philarchus,Placodus_gigas,Placodus_inexpectatus,Plesiopterys_wildi,Plesiosaurus_dolichodeirus,Plesiosaurus_sp,Polycotylus_latipinnis,Psephochelys_polyosteoderma,Psephoderma_alpinum,Qianxisaurus_chajiangensis,Rhomaleosaurus_cramptoni,Rhomaleosaurus_megacephalus,Rhomaleosaurus_zetlandicus,Sachicasaurus_vitae,Seelyosaurus_guilelmiimperatori,Serpianosaurus_mirigiolensis,Sinocyamodus_xinpuensis,Styxosaurus_sp,Thalassiodracon_hawkinsii,Thalassomedon_haningtoni,Trinacromerum_bentonianum,Wangosaurus_brevirostris,Wumengosaurus_delicatomandibularis,Yunguisaurus_liae	
1	9	4.842000	1366	6.830000	1.489017	0.980550	1.000000	3.185897	0.034268	0.016801	0.020341	0.086512	0.112185	0.086897	0.097929	0.119601	0.165926	0.081349	0.098489	0.418890	Cyamodus_orientalis,Glyphoderma_kangi,Henodus_chelyops,Paraplacodus_broilii,Placodus_gigas,Placodus_inexpectatus,Psephochelys_polyosteoderma,Psephoderma_alpinum,Sinocyamodus_xinpuensis	
2	1	9.175793	975	4.875000	1.106708	1.008886	1.000000	1.367691	0.025754	0.016424	0.020191	0.053994	0.212595	0.164673	0.185580	0.226649	0.236315	0.150703	0.185268	0.495439	Paraplacodus_broilii	
3	8	4.480000	2826	14.130000	1.247410	1.024922	1.000000	2.278072	0.028819	0.018417	0.019738	0.064754	0.103797	0.080400	0.090608	0.110659	0.129110	0.082509	0.088426	0.290097	Cyamodus_orientalis,Glyphoderma_kangi,Henodus_chelyops,Placodus_gigas,Placodus_inexpectatus,Psephochelys_polyosteoderma,Psephoderma_alpinum,Sinocyamodus_xinpuensis	
4	2	0.323000	3143	15.715000	1.333355	0.990910	1.000000	2.685764	0.031385	0.025005	0.019775	0.132607	0.007484	0.005797	0.006533	0.007978	0.010137	0.008077	0.006387	0.042832	Placodus_gigas,Placodus_inexpectatus	
5	1	4.935765	2847	14.235000	1.114335	1.011297	1.000000	1.729578	0.026146	0.025099	0.019658	0.107162	0.114357	0.088580	0.099826	0.121917	0.129050	0.123881	0.097030	0.528927	Placodus_gigas	
6	1	0.950825	3122	15.610000	1.299547	1.045066	1.000000	3.324262	0.030508	0.025009	0.019782	0.136825	0.022030	0.017064	0.019230	0.023486	0.029008	0.023780	0.018809	0.130096	Placodus_inexpectatus	
7	6	0.225000	3259	16.295000	0.997454	0.985142	1.000000	1.389163	0.023109	0.018931	0.019253	0.042434	0.005213	0.004038	0.004551	0.005558	0.005199	0.004259	0.004332	0.009548	Cyamodus_orientalis,Glyphoderma_kangi,Henodus_chelyops,Psephochelys_polyosteoderma,Psephoderma_alpinum,Sinocyamodus_xinpuensis	
8	2	9.127000	3542	17.710000	0.996385	1.015757	1.000000	1.302473	0.022971	0.018381	0.019277	0.037606	0.211464	0.163798	0.184594	0.225444	0.209652	0.167764	0.175946	0.343230	Cyamodus_orientalis,Sinocyamodus_xinpuensis	
9	1	7.218404	3570	17.850000	0.998866	0.986750	1.000000	1.337762	0.023045	0.017237	0.019272	0.040715	0.167244	0.129545	0.145992	0.178300	0.166346	0.124423	0.139117	0.293901	Cyamodus_orientalis	
10	1	7.926811	3579	17.895000	0.997445	1.006705	1.000000	1.300024	0.023007	0.017983	0.019259	0.038942	0.183657	0.142258	0.160320	0.195798	0.182370	0.142544	0.152666	0.308684	Sinocyamodus_xinpuensis	
11	4	3.929000	3388	16.940000	0.933600	1.000666	1.000000	0.917347	0.021441	0.018444	0.019135	0.029341	0.091031	0.070512	0.079464	0.097049	0.084241	0.072466	0.075181	0.115283	Glyphoderma_kangi,Henodus_chelyops,Psephochelys_polyosteoderma,Psephoderma_alpinum	
12	1	13.546440	3474	17.370000	0.942940	1.001955	1.000000	0.990639	0.021686	0.018424	0.019140	0.031140	0.313858	0.243111	0.273977	0.334607	0.293766	0.249576	0.259286	0.421843	Henodus_chelyops	
13	3	4.486000	3745	18.725000	0.975718	0.995833	1.000000	1.202057	0.022401	0.017791	0.019173	0.035722	0.103936	0.080508	0.090729	0.110808	0.100491	0.079809	0.086010	0.160249	Glyphoderma_kangi,Psephochelys_polyosteoderma,Psephoderma_alpinum	
14	1	7.155564	3731	18.655000	0.969827	0.972732	1.000000	1.266196	0.022199	0.018387	0.019148	0.033549	0.165788	0.128417	0.144721	0.176748	0.158848	0.131571	0.137015	0.240064	Glyphoderma_kangi	
15	2	3.441000	4305	21.525000	1.104487	1.014019	1.000000	1.853320	0.026091	0.027517	0.019233	0.117583	0.079725	0.061754	0.069594	0.084995	0.089778	0.094688	0.066181	0.404603	Psephochelys_polyosteoderma,Psephoderma_alpinum	
16	1	5.638317	4263	21.315000	1.074256	0.971183	1.000000	1.795066	0.024578	0.018490	0.019206	0.048653	0.130635	0.101188	0.114035	0.139271	0.138578	0.104250	0.108287	0.274320	Psephochelys_polyosteoderma	
17	1	18.876068	4189	20.945000	1.023136	0.995651	1.000000	1.504332	0.023420	0.017568	0.019133	0.041772	0.437341	0.338759	0.381768	0.466253	0.442073	0.331620	0.361146	0.788490	Psephoderma_alpinum	
18	70	1.367000	13691	68.455000	15.708131	1.045195	14.847803	13.812950	0.361092	0.009847	0.293311	0.545704	0.031672	0.024533	0.027648	0.033766	0.493612	0.013461	0.400957	0.745978	Albertonectes_vanderveldei,Archaeonectrus_rostratus,Aristonectes_quiriquinensis,Attenborosaurus_conybeari,Avalonnectes_arturi,Bobosaurus_forojuliensis,Brancasaurus_brancai,Callawayasaurus_colombiensis,Ceresiosaurus_calcagnii,Colymbosaurus_trochanterius,Corosaurus_alcovensis,Cryptoclidus_eurymerus,Dactylosaurus_schroederi,Diandongosaurus_acutidentatus,Dianmeisaurus_gracilis,Dianopachysaurus_dingi,Dolichorhynchops_osborni,Elasmosaurus_platyurus,Eopleiosaurus_antiquior,Hauffiosaurus_longirostris,Hauffiosaurus_tomistomimus,Hauffiosaurus_zanoni,Hydrotherosaurus_alexandrae,Kaiwhekea_katiki,Keichousaurus_hui,Kronosaurus_boyacensis,Kronosaurus_queenslandicus,Lariosaurus_balsami,Lariosaurus_valceresii,Lariosaurus_xingyiensis,Libonectes_atlasense,Lindwurmia_thiuda,Liopleurodon_ferox,Luskhan_itilensis,Macroplata_tenuiceps,Manemergus_anguirostris,Meyerasaurus_victor,Microcleidus_brachypterygius,Microcleidus_homalospondylus,Microcleidus_sp,Microcleidus_tournemirensis,Morenosaurus_stocki,Muraenosaurus_leedsii,Neusticosaurus_edwardsii,Neusticosaurus_peyeri,Neusticosaurus_pusillus,Nichollssaura_borealis,Nothosaurus_giganteus,Nothosaurus_marchicus,Nothosaurus_youngi,Panzhousaurus_rotundirostris,Peloneustes_philarchus,Plesiopterys_wildi,Plesiosaurus_dolichodeirus,Plesiosaurus_sp,Polycotylus_latipinnis,Qianxisaurus_chajiangensis,Rhomaleosaurus_cramptoni,Rhomaleosaurus_megacephalus,Rhomaleosaurus_zetlandicus,Sachicasaurus_vitae,Seelyosaurus_guilelmiimperatori,Serpianosaurus_mirigiolensis,Styxosaurus_sp,Thalassiodracon_hawkinsii,Thalassomedon_haningtoni,Trinacromerum_bentonianum,Wangosaurus_brevirostris,Wumengosaurus_delicatomandibularis,Yunguisaurus_liae	
19	19	1.210000	14263	71.315000	18.400130	1.656163	15.039750	33.164224	0.420589	0.010670	0.297415	0.910333	0.028035	0.021715	0.024472	0.029888	0.508913	0.012911	0.359872	1.101503	Ceresiosaurus_calcagnii,Dactylosaurus_schroederi,Diandongosaurus_acutidentatus,Dianmeisaurus_gracilis,Dianopachysaurus_dingi,Keichousaurus_hui,Lariosaurus_balsami,Lariosaurus_valceresii,Lariosaurus_xingyiensis,Neusticosaurus_edwardsii,Neusticosaurus_peyeri,Neusticosaurus_pusillus,Nothosaurus_giganteus,Nothosaurus_marchicus,Nothosaurus_youngi,Panzhousaurus_rotundirostris,Qianxisaurus_chajiangensis,Serpianosaurus_mirigiolensis,Wumengosaurus_delicatomandibularis	
20	1	9.321894	14275	71.375000	17.058060	1.069131	14.878882	28.350485	0.394941	0.039657	0.294654	0.926126	0.215980	0.167295	0.188535	0.230258	3.681597	0.369679	2.746736	8.633253	Wumengosaurus_delicatomandibularis	
21	18	2.835000	15164	75.820000	19.591755	1.723861	15.277459	37.538067	0.451592	0.043128	0.303332	1.073317	0.065684	0.050878	0.057338	0.070027	1.280265	0.122269	0.859946	3.042853	Ceresiosaurus_calcagnii,Dactylosaurus_schroederi,Diandongosaurus_acutidentatus,Dianmeisaurus_gracilis,Dianopachysaurus_dingi,Keichousaurus_hui,Lariosaurus_balsami,Lariosaurus_valceresii,Lariosaurus_xingyiensis,Neusticosaurus_edwardsii,Neusticosaurus_peyeri,Neusticosaurus_pusillus,Nothosaurus_giganteus,Nothosaurus_marchicus,Nothosaurus_youngi,Panzhousaurus_rotundirostris,Qianxisaurus_chajiangensis,Serpianosaurus_mirigiolensis	
22	1	6.131289	15137	75.685000	17.076835	1.666633	14.951643	24.135613	0.390934	0.012031	0.297636	0.690133	0.142056	0.110035	0.124005	0.151448	2.396929	0.073763	1.824895	4.231406	Dactylosaurus_schroederi	
23	17	1.767000	15433	77.165000	17.394946	0.528848	14.985939	26.888980	0.398254	0.037073	0.298870	0.753822	0.040940	0.031711	0.035738	0.043646	0.703714	0.065508	0.528104	1.332004	Ceresiosaurus_calcagnii,Diandongosaurus_acutidentatus,Dianmeisaurus_gracilis,Dianopachysaurus_dingi,Keichousaurus_hui,Lariosaurus_balsami,Lariosaurus_valceresii,Lariosaurus_xingyiensis,Neusticosaurus_edwardsii,Neusticosaurus_peyeri,Neusticosaurus_pusillus,Nothosaurus_giganteus,Nothosaurus_marchicus,Nothosaurus_youngi,Panzhousaurus_rotundirostris,Qianxisaurus_chajiangensis,Serpianosaurus_mirigiolensis	
24	1	19.438279	15449	77.245000	17.603938	0.369476	15.039750	31.820669	0.407000	0.035905	0.299366	0.926174	0.450367	0.348849	0.393139	0.480140	7.911373	0.697926	5.819157	18.003219	Qianxisaurus_chajiangensis	
25	16	0.154000	15609	78.045000	17.882205	1.088349	15.025757	28.331759	0.410373	0.022566	0.299448	0.807881	0.003568	0.002764	0.003115	0.003804	0.063198	0.003475	0.046115	0.124414	Ceresiosaurus_calcagnii,Diandongosaurus_acutidentatus,Dianmeisaurus_gracilis,Dianopachysaurus_dingi,Keichousaurus_hui,Lariosaurus_balsami,Lariosaurus_valceresii,Lariosaurus_xingyiensis,Neusticosaurus_edwardsii,Neusticosaurus_peyeri,Neusticosaurus_pusillus,Nothosaurus_giganteus,Nothosaurus_marchicus,Nothosaurus_youngi,Panzhousaurus_rotundirostris,Serpianosaurus_mirigiolensis	
26	4	2.040000	15640	78.200000	17.238553	1.565476	14.933968	24.308887	0.395254	0.019492	0.298581	0.711787	0.047265	0.036611	0.041259	0.050390	0.806319	0.039763	0.609106	1.452046	Neusticosaurus_edwardsii,Neusticosaurus_peyeri,Neusticosaurus_pusillus,Serpianosaurus_mirigiolensis	
27	1	3.957590	15660	78.300000	17.230231	1.068305	14.913272	23.016059	0.394825	0.021920	0.297449	0.676556	0.091694	0.071025	0.080042	0.097755	1.562555	0.086749	1.177181	2.677530	Serpianosaurus_mirigiolensis	
28	3	3.183000	15746	78.730000	17.999867	1.074191	15.008256	30.930980	0.413401	0.020005	0.299066	0.819259	0.073747	0.057124	0.064376	0.078623	1.315855	0.063677	0.951927	2.607701	Neusticosaurus_edwardsii,Neusticosaurus_peyeri,Neusticosaurus_pusillus	
29	1	4.055087	15754	78.770000	18.219070	1.201949	15.020535	36.917060	0.420090	0.082916	0.300122	1.078794	0.093953	0.072775	0.082014	0.100164	1.703500	0.336231	1.217020	4.374604	Neusticosaurus_pusillus	
