Node ID	No Taxa	Original BL	No different from original	Pct time scaled	Mean Scalar	Mode Scalar	Median Scalar	SD Scalar	Mean SigV	Mode SigV	Median SigV	SD SigV	Mean DeltaB	Mode DeltaB	Median DeltaB	SD DeltaB	Mean DeltaV	Mode DeltaV	Median DeltaV	SD DeltaV	Taxa List	
0	79	0.000000	0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Albertonectes_vanderveldei,Archaeonectrus_rostratus,Aristonectes_quiriquinensis,Attenborosaurus_conybeari,Avalonnectes_arturi,Bobosaurus_forojuliensis,Brancasaurus_brancai,Callawayasaurus_colombiensis,Ceresiosaurus_calcagnii,Colymbosaurus_trochanterius,Corosaurus_alcovensis,Cryptoclidus_eurymerus,Cyamodus_orientalis,Dactylosaurus_schroederi,Diandongosaurus_acutidentatus,Dianmeisaurus_gracilis,Dianopachysaurus_dingi,Dolichorhynchops_osborni,Elasmosaurus_platyurus,Eopleiosaurus_antiquior,Glyphoderma_kangi,Hauffiosaurus_longirostris,Hauffiosaurus_tomistomimus,Hauffiosaurus_zanoni,Henodus_chelyops,Hydrotherosaurus_alexandrae,Kaiwhekea_katiki,Keichousaurus_hui,Kronosaurus_boyacensis,Kronosaurus_queenslandicus,Lariosaurus_balsami,Lariosaurus_valceresii,Lariosaurus_xingyiensis,Libonectes_atlasense,Lindwurmia_thiuda,Liopleurodon_ferox,Luskhan_itilensis,Macroplata_tenuiceps,Manemergus_anguirostris,Meyerasaurus_victor,Microcleidus_brachypterygius,Microcleidus_homalospondylus,Microcleidus_sp,Microcleidus_tournemirensis,Morenosaurus_stocki,Muraenosaurus_leedsii,Neusticosaurus_edwardsii,Neusticosaurus_peyeri,Neusticosaurus_pusillus,Nichollssaura_borealis,Nothosaurus_giganteus,Nothosaurus_marchicus,Nothosaurus_youngi,Panzhousaurus_rotundirostris,Paraplacodus_broilii,Peloneustes_philarchus,Placodus_gigas,Placodus_inexpectatus,Plesiopterys_wildi,Plesiosaurus_dolichodeirus,Plesiosaurus_sp,Polycotylus_latipinnis,Psephochelys_polyosteoderma,Psephoderma_alpinum,Qianxisaurus_chajiangensis,Rhomaleosaurus_cramptoni,Rhomaleosaurus_megacephalus,Rhomaleosaurus_zetlandicus,Sachicasaurus_vitae,Seelyosaurus_guilelmiimperatori,Serpianosaurus_mirigiolensis,Sinocyamodus_xinpuensis,Styxosaurus_sp,Thalassiodracon_hawkinsii,Thalassomedon_haningtoni,Trinacromerum_bentonianum,Wangosaurus_brevirostris,Wumengosaurus_delicatomandibularis,Yunguisaurus_liae	
1	9	6.207000	1066	5.330000	1.245502	0.988797	1.000000	2.248424	0.031747	0.020634	0.022776	0.067753	0.159100	0.135347	0.141333	0.205988	0.197054	0.128074	0.141371	0.420545	Cyamodus_orientalis,Glyphoderma_kangi,Henodus_chelyops,Paraplacodus_broilii,Placodus_gigas,Placodus_inexpectatus,Psephochelys_polyosteoderma,Psephoderma_alpinum,Sinocyamodus_xinpuensis	
2	1	7.576261	1064	5.320000	1.146491	0.994764	1.000000	1.459631	0.029423	0.020668	0.022780	0.052382	0.194198	0.165205	0.172511	0.251429	0.222915	0.156589	0.172587	0.396859	Paraplacodus_broilii	
3	8	0.289000	2178	10.890000	1.164802	0.981305	1.000000	2.152119	0.029861	0.020514	0.022205	0.067443	0.007408	0.006302	0.006581	0.009591	0.008630	0.005929	0.006417	0.019491	Cyamodus_orientalis,Glyphoderma_kangi,Henodus_chelyops,Placodus_gigas,Placodus_inexpectatus,Psephochelys_polyosteoderma,Psephoderma_alpinum,Sinocyamodus_xinpuensis	
4	2	0.465000	2718	13.590000	1.342349	1.007090	1.000000	2.703192	0.034349	0.020322	0.022384	0.081003	0.011919	0.010140	0.010588	0.015432	0.015972	0.009450	0.010409	0.037666	Placodus_gigas,Placodus_inexpectatus	
5	1	4.184074	2473	12.365000	1.137736	0.903678	1.000000	2.664393	0.029346	0.023095	0.022214	0.088739	0.107248	0.091236	0.095271	0.138854	0.122788	0.096631	0.092943	0.371290	Placodus_gigas	
6	1	0.548503	2678	13.390000	1.252614	0.996095	1.000000	2.375192	0.032188	0.020330	0.022340	0.073832	0.014059	0.011960	0.012489	0.018203	0.017655	0.011151	0.012254	0.040497	Placodus_inexpectatus	
7	6	11.940000	2244	11.220000	0.966890	0.997995	1.000000	0.905107	0.024745	0.020517	0.021971	0.040074	0.306051	0.260359	0.271874	0.396245	0.295454	0.244971	0.262334	0.478483	Cyamodus_orientalis,Glyphoderma_kangi,Henodus_chelyops,Psephochelys_polyosteoderma,Psephoderma_alpinum,Sinocyamodus_xinpuensis	
8	2	0.991000	2782	13.910000	1.072883	1.021483	1.000000	1.475039	0.027402	0.020390	0.022046	0.052051	0.025402	0.021609	0.022565	0.032888	0.027156	0.020207	0.021847	0.051583	Cyamodus_orientalis,Sinocyamodus_xinpuensis	
9	1	5.927189	2701	13.505000	1.019012	0.989455	1.000000	1.175267	0.026095	0.020426	0.022017	0.046089	0.151928	0.129246	0.134962	0.196702	0.154669	0.121069	0.130502	0.273177	Cyamodus_orientalis	
10	1	3.886059	2725	13.625000	1.020091	0.998604	1.000000	1.148802	0.026111	0.020412	0.022013	0.044096	0.099609	0.084738	0.088486	0.128964	0.101469	0.079321	0.085542	0.171360	Sinocyamodus_xinpuensis	
11	4	0.157000	2555	12.775000	1.045292	1.013284	1.000000	1.352668	0.026742	0.020479	0.022051	0.049810	0.004024	0.003423	0.003575	0.005210	0.004198	0.003215	0.003462	0.007820	Glyphoderma_kangi,Henodus_chelyops,Psephochelys_polyosteoderma,Psephoderma_alpinum	
12	1	1.386391	2502	12.510000	0.999162	1.009070	1.000000	1.027202	0.027921	0.048820	0.022024	0.365787	0.035537	0.030231	0.031568	0.046009	0.038710	0.067683	0.030533	0.507123	Henodus_chelyops	
13	3	0.160000	2994	14.970000	1.144783	1.012294	1.000000	1.795051	0.029188	0.020425	0.022136	0.057065	0.004101	0.003489	0.003643	0.005310	0.004670	0.003268	0.003542	0.009130	Glyphoderma_kangi,Psephochelys_polyosteoderma,Psephoderma_alpinum	
14	1	0.325659	2857	14.285000	1.078256	1.078327	1.000000	2.181793	0.027483	0.021003	0.022061	0.060052	0.008347	0.007101	0.007415	0.010807	0.008950	0.006840	0.007184	0.019556	Glyphoderma_kangi	
15	2	2.102000	3510	17.550000	1.227902	0.952008	1.000000	2.076751	0.031172	0.020222	0.022268	0.062717	0.053879	0.045835	0.047863	0.069758	0.065523	0.042507	0.046807	0.131832	Psephochelys_polyosteoderma,Psephoderma_alpinum	
16	1	2.731471	3479	17.395000	1.239362	0.962254	1.000000	2.718220	0.031630	0.021724	0.022245	0.079941	0.070014	0.059561	0.062196	0.090648	0.086396	0.059340	0.060762	0.218356	Psephochelys_polyosteoderma	
17	1	27.691047	3291	16.455000	1.094537	0.974340	1.000000	1.558841	0.028083	0.020300	0.022061	0.053422	0.709788	0.603820	0.630525	0.918965	0.777644	0.562138	0.610906	1.479324	Psephoderma_alpinum	
18	70	2.659000	15984	79.920000	18.188714	1.051872	18.196598	12.717110	0.459010	0.010027	0.400839	0.708606	0.068157	0.057981	0.060545	0.088243	1.220508	0.026663	1.065832	1.884182	Albertonectes_vanderveldei,Archaeonectrus_rostratus,Aristonectes_quiriquinensis,Attenborosaurus_conybeari,Avalonnectes_arturi,Bobosaurus_forojuliensis,Brancasaurus_brancai,Callawayasaurus_colombiensis,Ceresiosaurus_calcagnii,Colymbosaurus_trochanterius,Corosaurus_alcovensis,Cryptoclidus_eurymerus,Dactylosaurus_schroederi,Diandongosaurus_acutidentatus,Dianmeisaurus_gracilis,Dianopachysaurus_dingi,Dolichorhynchops_osborni,Elasmosaurus_platyurus,Eopleiosaurus_antiquior,Hauffiosaurus_longirostris,Hauffiosaurus_tomistomimus,Hauffiosaurus_zanoni,Hydrotherosaurus_alexandrae,Kaiwhekea_katiki,Keichousaurus_hui,Kronosaurus_boyacensis,Kronosaurus_queenslandicus,Lariosaurus_balsami,Lariosaurus_valceresii,Lariosaurus_xingyiensis,Libonectes_atlasense,Lindwurmia_thiuda,Liopleurodon_ferox,Luskhan_itilensis,Macroplata_tenuiceps,Manemergus_anguirostris,Meyerasaurus_victor,Microcleidus_brachypterygius,Microcleidus_homalospondylus,Microcleidus_sp,Microcleidus_tournemirensis,Morenosaurus_stocki,Muraenosaurus_leedsii,Neusticosaurus_edwardsii,Neusticosaurus_peyeri,Neusticosaurus_pusillus,Nichollssaura_borealis,Nothosaurus_giganteus,Nothosaurus_marchicus,Nothosaurus_youngi,Panzhousaurus_rotundirostris,Peloneustes_philarchus,Plesiopterys_wildi,Plesiosaurus_dolichodeirus,Plesiosaurus_sp,Polycotylus_latipinnis,Qianxisaurus_chajiangensis,Rhomaleosaurus_cramptoni,Rhomaleosaurus_megacephalus,Rhomaleosaurus_zetlandicus,Sachicasaurus_vitae,Seelyosaurus_guilelmiimperatori,Serpianosaurus_mirigiolensis,Styxosaurus_sp,Thalassiodracon_hawkinsii,Thalassomedon_haningtoni,Trinacromerum_bentonianum,Wangosaurus_brevirostris,Wumengosaurus_delicatomandibularis,Yunguisaurus_liae	
19	19	3.532000	16401	82.005000	19.403283	1.240199	18.233829	23.455148	0.491226	0.011206	0.401581	0.893089	0.090534	0.077017	0.080424	0.117214	1.735009	0.039579	1.418385	3.154392	Ceresiosaurus_calcagnii,Dactylosaurus_schroederi,Diandongosaurus_acutidentatus,Dianmeisaurus_gracilis,Dianopachysaurus_dingi,Keichousaurus_hui,Lariosaurus_balsami,Lariosaurus_valceresii,Lariosaurus_xingyiensis,Neusticosaurus_edwardsii,Neusticosaurus_peyeri,Neusticosaurus_pusillus,Nothosaurus_giganteus,Nothosaurus_marchicus,Nothosaurus_youngi,Panzhousaurus_rotundirostris,Qianxisaurus_chajiangensis,Serpianosaurus_mirigiolensis,Wumengosaurus_delicatomandibularis	
20	1	3.189805	16485	82.425000	20.289337	0.675676	18.294351	31.398084	0.512266	0.010549	0.403328	1.079647	0.081762	0.069556	0.072632	0.105858	1.634028	0.033650	1.286537	3.443862	Wumengosaurus_delicatomandibularis	
21	18	0.040000	16453	82.265000	20.782041	1.611833	18.113786	38.733415	0.525974	0.008204	0.399949	1.284832	0.001025	0.000872	0.000911	0.001327	0.021039	0.000328	0.015998	0.051393	Ceresiosaurus_calcagnii,Dactylosaurus_schroederi,Diandongosaurus_acutidentatus,Dianmeisaurus_gracilis,Dianopachysaurus_dingi,Keichousaurus_hui,Lariosaurus_balsami,Lariosaurus_valceresii,Lariosaurus_xingyiensis,Neusticosaurus_edwardsii,Neusticosaurus_peyeri,Neusticosaurus_pusillus,Nothosaurus_giganteus,Nothosaurus_marchicus,Nothosaurus_youngi,Panzhousaurus_rotundirostris,Qianxisaurus_chajiangensis,Serpianosaurus_mirigiolensis	
22	1	0.310528	16475	82.375000	19.748709	0.459639	18.093977	27.232772	0.497003	0.006128	0.399528	0.941480	0.007960	0.006771	0.007071	0.010305	0.154333	0.001903	0.124065	0.292356	Dactylosaurus_schroederi	
23	17	0.226000	16500	82.500000	19.683242	1.290458	17.974612	28.885331	0.497914	0.008888	0.397020	1.013412	0.005793	0.004928	0.005146	0.007500	0.112529	0.002009	0.089727	0.229031	Ceresiosaurus_calcagnii,Diandongosaurus_acutidentatus,Dianmeisaurus_gracilis,Dianopachysaurus_dingi,Keichousaurus_hui,Lariosaurus_balsami,Lariosaurus_valceresii,Lariosaurus_xingyiensis,Neusticosaurus_edwardsii,Neusticosaurus_peyeri,Neusticosaurus_pusillus,Nothosaurus_giganteus,Nothosaurus_marchicus,Nothosaurus_youngi,Panzhousaurus_rotundirostris,Qianxisaurus_chajiangensis,Serpianosaurus_mirigiolensis	
24	1	12.544166	16508	82.540000	19.782449	0.757658	17.980615	29.084144	0.521124	0.291317	0.397088	3.020323	0.321537	0.273533	0.285631	0.416295	6.537064	3.654334	4.981137	37.887437	Qianxisaurus_chajiangensis	
25	16	0.005000	16531	82.655000	19.825628	1.349803	17.837046	31.875348	0.499404	0.007860	0.395278	1.087106	0.000128	0.000109	0.000114	0.000166	0.002497	0.000039	0.001976	0.005436	Ceresiosaurus_calcagnii,Diandongosaurus_acutidentatus,Dianmeisaurus_gracilis,Dianopachysaurus_dingi,Keichousaurus_hui,Lariosaurus_balsami,Lariosaurus_valceresii,Lariosaurus_xingyiensis,Neusticosaurus_edwardsii,Neusticosaurus_peyeri,Neusticosaurus_pusillus,Nothosaurus_giganteus,Nothosaurus_marchicus,Nothosaurus_youngi,Panzhousaurus_rotundirostris,Serpianosaurus_mirigiolensis	
26	4	0.395000	16554	82.770000	19.684947	1.284117	17.815075	28.087429	0.495187	0.007548	0.394363	0.956905	0.010125	0.008613	0.008994	0.013109	0.195599	0.002982	0.155773	0.377977	Neusticosaurus_edwardsii,Neusticosaurus_peyeri,Neusticosaurus_pusillus,Serpianosaurus_mirigiolensis	
27	1	4.091112	16548	82.740000	19.208038	0.912166	17.767292	25.773526	0.484229	0.008007	0.393516	0.902364	0.104865	0.089209	0.093155	0.135769	1.981036	0.032758	1.609918	3.691670	Serpianosaurus_mirigiolensis	
28	3	3.807000	16596	82.980000	19.424948	0.845453	17.744461	24.140512	0.490150	0.007492	0.393343	0.900901	0.097583	0.083014	0.086685	0.126340	1.866000	0.028522	1.497456	3.429729	Neusticosaurus_edwardsii,Neusticosaurus_peyeri,Neusticosaurus_pusillus	
