Node ID	No Taxa	Original BL	No different from original	Pct time scaled	Mean Scalar	Mode Scalar	Median Scalar	SD Scalar	Mean SigV	Mode SigV	Median SigV	SD SigV	Mean DeltaB	Mode DeltaB	Median DeltaB	SD DeltaB	Mean DeltaV	Mode DeltaV	Median DeltaV	SD DeltaV	Taxa List	
0	79	0.000000	0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Albertonectes_vanderveldei,Archaeonectrus_rostratus,Aristonectes_quiriquinensis,Attenborosaurus_conybeari,Avalonnectes_arturi,Bobosaurus_forojuliensis,Brancasaurus_brancai,Callawayasaurus_colombiensis,Ceresiosaurus_calcagnii,Colymbosaurus_trochanterius,Corosaurus_alcovensis,Cryptoclidus_eurymerus,Cyamodus_orientalis,Dactylosaurus_schroederi,Diandongosaurus_acutidentatus,Dianmeisaurus_gracilis,Dianopachysaurus_dingi,Dolichorhynchops_osborni,Elasmosaurus_platyurus,Eopleiosaurus_antiquior,Glyphoderma_kangi,Hauffiosaurus_longirostris,Hauffiosaurus_tomistomimus,Hauffiosaurus_zanoni,Henodus_chelyops,Hydrotherosaurus_alexandrae,Kaiwhekea_katiki,Keichousaurus_hui,Kronosaurus_boyacensis,Kronosaurus_queenslandicus,Lariosaurus_balsami,Lariosaurus_valceresii,Lariosaurus_xingyiensis,Libonectes_atlasense,Lindwurmia_thiuda,Liopleurodon_ferox,Luskhan_itilensis,Macroplata_tenuiceps,Manemergus_anguirostris,Meyerasaurus_victor,Microcleidus_brachypterygius,Microcleidus_homalospondylus,Microcleidus_sp,Microcleidus_tournemirensis,Morenosaurus_stocki,Muraenosaurus_leedsii,Neusticosaurus_edwardsii,Neusticosaurus_peyeri,Neusticosaurus_pusillus,Nichollssaura_borealis,Nothosaurus_giganteus,Nothosaurus_marchicus,Nothosaurus_youngi,Panzhousaurus_rotundirostris,Paraplacodus_broilii,Peloneustes_philarchus,Placodus_gigas,Placodus_inexpectatus,Plesiopterys_wildi,Plesiosaurus_dolichodeirus,Plesiosaurus_sp,Polycotylus_latipinnis,Psephochelys_polyosteoderma,Psephoderma_alpinum,Qianxisaurus_chajiangensis,Rhomaleosaurus_cramptoni,Rhomaleosaurus_megacephalus,Rhomaleosaurus_zetlandicus,Sachicasaurus_vitae,Seelyosaurus_guilelmiimperatori,Serpianosaurus_mirigiolensis,Sinocyamodus_xinpuensis,Styxosaurus_sp,Thalassiodracon_hawkinsii,Thalassomedon_haningtoni,Trinacromerum_bentonianum,Wangosaurus_brevirostris,Wumengosaurus_delicatomandibularis,Yunguisaurus_liae	
1	9	4.077000	363	1.815000	1.023230	0.995300	1.000000	0.476416	100.121529	98.009893	98.467306	46.724038	398.913166	406.053758	401.445641	8.439835	408.195473	399.586333	401.451207	190.493903	Cyamodus_orientalis,Glyphoderma_kangi,Henodus_chelyops,Paraplacodus_broilii,Placodus_gigas,Placodus_inexpectatus,Psephochelys_polyosteoderma,Psephoderma_alpinum,Sinocyamodus_xinpuensis	
2	1	14.452043	378	1.890000	1.013519	1.000913	1.000000	0.311071	99.170149	99.104550	98.459504	30.603547	1414.056959	1439.368746	1423.034013	29.917306	1433.211261	1432.263211	1422.940986	442.283773	Paraplacodus_broilii	
3	8	6.091000	476	2.380000	1.027852	1.001737	1.000000	0.450655	100.574031	98.755119	98.470258	44.261802	595.972551	606.640530	599.756047	12.609034	612.596420	601.517429	599.782341	269.598634	Cyamodus_orientalis,Glyphoderma_kangi,Henodus_chelyops,Placodus_gigas,Placodus_inexpectatus,Psephochelys_polyosteoderma,Psephoderma_alpinum,Sinocyamodus_xinpuensis	
4	2	1.142000	1135	5.675000	1.226006	1.018280	1.000000	1.771240	119.994754	94.950450	98.522033	173.868008	111.738738	113.738875	112.448105	2.364065	137.034009	108.433414	112.512162	198.557265	Placodus_gigas,Placodus_inexpectatus	
5	1	8.429907	844	4.220000	1.061368	0.967524	1.000000	0.874768	103.871884	94.060763	98.488679	85.873862	824.822391	839.586809	830.058725	17.450827	875.630325	792.923481	830.250405	723.908668	Placodus_gigas	
6	1	1.618618	1028	5.140000	1.129042	0.987400	1.000000	1.388413	110.504026	95.750415	98.503964	136.878454	158.373321	161.208222	159.378744	3.350716	178.863806	154.983345	159.440290	221.553929	Placodus_inexpectatus	
7	6	13.643000	555	2.775000	1.014536	1.004010	1.000000	0.348758	99.270610	98.048562	98.459504	34.396384	1334.896325	1358.791127	1343.370833	28.242498	1354.348926	1337.676528	1343.283013	469.269863	Cyamodus_orientalis,Glyphoderma_kangi,Henodus_chelyops,Psephochelys_polyosteoderma,Psephoderma_alpinum,Sinocyamodus_xinpuensis	
8	2	1.000000	1058	5.290000	1.098850	0.994990	1.000000	1.136695	107.507929	99.021168	98.477503	111.081205	97.844779	99.596212	98.465941	2.070109	107.507929	99.021168	98.477503	111.081205	Cyamodus_orientalis,Sinocyamodus_xinpuensis	
9	1	3.798080	1020	5.100000	1.049196	1.002956	1.000000	0.685096	102.660528	98.109938	98.460399	67.246843	371.622300	378.274383	373.981521	7.862440	389.912897	372.629394	373.960474	255.408888	Cyamodus_orientalis	
10	1	7.038928	963	4.815000	1.024948	1.006814	1.000000	0.473883	100.289261	98.086485	98.450263	46.538844	688.722357	701.050569	693.094669	14.571349	705.928890	690.423708	692.984309	327.583572	Sinocyamodus_xinpuensis	
11	4	0.854000	1002	5.010000	1.134838	1.008225	1.000000	1.221381	111.058546	97.124184	98.504410	119.889005	83.559442	85.055165	84.089914	1.767873	94.843999	82.944053	84.122766	102.385210	Glyphoderma_kangi,Henodus_chelyops,Psephochelys_polyosteoderma,Psephoderma_alpinum	
12	1	3.513025	1996	9.980000	1.480283	0.998124	1.000000	2.262976	144.806854	96.280812	98.635674	221.473330	343.731156	349.883984	345.913312	7.272345	508.710099	338.236898	346.509588	778.041344	Henodus_chelyops	
13	3	0.085000	1544	7.720000	1.401408	1.021826	1.000000	3.117421	137.119846	97.971743	98.547890	304.489405	8.316806	8.465678	8.369605	0.175959	11.655187	8.327598	8.376571	25.881599	Glyphoderma_kangi,Psephochelys_polyosteoderma,Psephoderma_alpinum	
14	1	2.543395	1254	6.270000	1.113758	1.010141	1.000000	1.010770	108.999718	95.447586	98.504410	99.516156	248.857923	253.312509	250.437782	5.265105	277.229337	242.760912	250.535624	253.108893	Glyphoderma_kangi	
15	2	0.905000	1790	8.950000	1.263171	0.983425	1.000000	1.812769	123.572473	98.977403	98.550622	177.287769	88.549525	90.134572	89.111677	1.873449	111.833088	89.574550	89.188313	160.445431	Psephochelys_polyosteoderma,Psephoderma_alpinum	
16	1	1.159014	1966	9.830000	1.325554	1.041470	1.000000	2.102877	129.751021	90.158857	98.574219	205.975094	113.403469	115.433405	114.123404	2.399285	150.383250	104.495378	114.248899	238.728017	Psephochelys_polyosteoderma	
17	1	21.228926	1426	7.130000	1.054284	0.983948	1.000000	0.646694	103.168045	100.187705	98.471664	63.663765	2077.139581	2114.320625	2090.326175	43.946193	2190.146797	2126.877365	2090.447668	1351.513346	Psephoderma_alpinum	
18	70	10.399000	908	4.540000	1.134142	0.979093	1.000000	0.973791	110.976103	99.376283	98.558150	95.210110	1017.487861	1035.701014	1023.947320	21.527064	1154.040491	1033.413963	1024.906202	990.089934	Albertonectes_vanderveldei,Archaeonectrus_rostratus,Aristonectes_quiriquinensis,Attenborosaurus_conybeari,Avalonnectes_arturi,Bobosaurus_forojuliensis,Brancasaurus_brancai,Callawayasaurus_colombiensis,Ceresiosaurus_calcagnii,Colymbosaurus_trochanterius,Corosaurus_alcovensis,Cryptoclidus_eurymerus,Dactylosaurus_schroederi,Diandongosaurus_acutidentatus,Dianmeisaurus_gracilis,Dianopachysaurus_dingi,Dolichorhynchops_osborni,Elasmosaurus_platyurus,Eopleiosaurus_antiquior,Hauffiosaurus_longirostris,Hauffiosaurus_tomistomimus,Hauffiosaurus_zanoni,Hydrotherosaurus_alexandrae,Kaiwhekea_katiki,Keichousaurus_hui,Kronosaurus_boyacensis,Kronosaurus_queenslandicus,Lariosaurus_balsami,Lariosaurus_valceresii,Lariosaurus_xingyiensis,Libonectes_atlasense,Lindwurmia_thiuda,Liopleurodon_ferox,Luskhan_itilensis,Macroplata_tenuiceps,Manemergus_anguirostris,Meyerasaurus_victor,Microcleidus_brachypterygius,Microcleidus_homalospondylus,Microcleidus_sp,Microcleidus_tournemirensis,Morenosaurus_stocki,Muraenosaurus_leedsii,Neusticosaurus_edwardsii,Neusticosaurus_peyeri,Neusticosaurus_pusillus,Nichollssaura_borealis,Nothosaurus_giganteus,Nothosaurus_marchicus,Nothosaurus_youngi,Panzhousaurus_rotundirostris,Peloneustes_philarchus,Plesiopterys_wildi,Plesiosaurus_dolichodeirus,Plesiosaurus_sp,Polycotylus_latipinnis,Qianxisaurus_chajiangensis,Rhomaleosaurus_cramptoni,Rhomaleosaurus_megacephalus,Rhomaleosaurus_zetlandicus,Sachicasaurus_vitae,Seelyosaurus_guilelmiimperatori,Serpianosaurus_mirigiolensis,Styxosaurus_sp,Thalassiodracon_hawkinsii,Thalassomedon_haningtoni,Trinacromerum_bentonianum,Wangosaurus_brevirostris,Wumengosaurus_delicatomandibularis,Yunguisaurus_liae	
19	19	0.049000	1394	6.970000	1.446345	1.038565	1.000000	3.272355	141.556326	89.542797	98.608765	321.363217	4.794394	4.880214	4.824831	0.101435	6.936260	4.387597	4.831829	15.746798	Ceresiosaurus_calcagnii,Dactylosaurus_schroederi,Diandongosaurus_acutidentatus,Dianmeisaurus_gracilis,Dianopachysaurus_dingi,Keichousaurus_hui,Lariosaurus_balsami,Lariosaurus_valceresii,Lariosaurus_xingyiensis,Neusticosaurus_edwardsii,Neusticosaurus_peyeri,Neusticosaurus_pusillus,Nothosaurus_giganteus,Nothosaurus_marchicus,Nothosaurus_youngi,Panzhousaurus_rotundirostris,Qianxisaurus_chajiangensis,Serpianosaurus_mirigiolensis,Wumengosaurus_delicatomandibularis	
20	1	2.814614	1243	6.215000	1.200163	1.020116	1.000000	1.333311	117.437002	100.058819	98.584575	130.286731	275.395286	280.324894	277.143616	5.826558	330.539831	281.626952	277.477526	366.706857	Wumengosaurus_delicatomandibularis	
21	18	1.065000	3810	19.050000	2.862205	1.014191	1.000000	5.400725	280.044730	99.937973	98.894817	528.323188	104.204690	106.069966	104.866227	2.204666	298.247637	106.433941	105.322980	562.664195	Ceresiosaurus_calcagnii,Dactylosaurus_schroederi,Diandongosaurus_acutidentatus,Dianmeisaurus_gracilis,Dianopachysaurus_dingi,Keichousaurus_hui,Lariosaurus_balsami,Lariosaurus_valceresii,Lariosaurus_xingyiensis,Neusticosaurus_edwardsii,Neusticosaurus_peyeri,Neusticosaurus_pusillus,Nothosaurus_giganteus,Nothosaurus_marchicus,Nothosaurus_youngi,Panzhousaurus_rotundirostris,Qianxisaurus_chajiangensis,Serpianosaurus_mirigiolensis	
22	1	2.807337	1614	8.070000	1.294914	0.980627	1.000000	1.814352	126.724988	95.252331	98.630190	178.316364	274.683269	279.600132	276.427079	5.811494	355.759749	267.405394	276.888182	500.594127	Dactylosaurus_schroederi	
23	17	0.262000	1418	7.090000	1.244387	0.941478	1.000000	1.821207	121.797181	93.375464	98.588868	179.311658	25.635332	26.094208	25.798077	0.542369	31.910861	24.464372	25.830283	46.979654	Ceresiosaurus_calcagnii,Diandongosaurus_acutidentatus,Dianmeisaurus_gracilis,Dianopachysaurus_dingi,Keichousaurus_hui,Lariosaurus_balsami,Lariosaurus_valceresii,Lariosaurus_xingyiensis,Neusticosaurus_edwardsii,Neusticosaurus_peyeri,Neusticosaurus_pusillus,Nothosaurus_giganteus,Nothosaurus_marchicus,Nothosaurus_youngi,Panzhousaurus_rotundirostris,Qianxisaurus_chajiangensis,Serpianosaurus_mirigiolensis	
24	1	13.420275	1351	6.755000	1.147640	0.998001	1.000000	1.004432	112.305072	97.862028	98.561167	98.336362	1313.103847	1336.608561	1321.440006	27.781433	1507.164948	1313.335327	1322.717959	1319.701014	Qianxisaurus_chajiangensis	
25	16	1.213000	1421	7.105000	1.209918	0.989863	1.000000	1.312453	118.403990	99.228516	98.588326	128.576417	118.685717	120.810206	119.439186	2.511042	143.624039	120.364190	119.587640	155.963194	Ceresiosaurus_calcagnii,Diandongosaurus_acutidentatus,Dianmeisaurus_gracilis,Dianopachysaurus_dingi,Keichousaurus_hui,Lariosaurus_balsami,Lariosaurus_valceresii,Lariosaurus_xingyiensis,Neusticosaurus_edwardsii,Neusticosaurus_peyeri,Neusticosaurus_pusillus,Nothosaurus_giganteus,Nothosaurus_marchicus,Nothosaurus_youngi,Panzhousaurus_rotundirostris,Serpianosaurus_mirigiolensis	
26	4	0.035000	1661	8.305000	1.291872	0.902038	1.000000	2.783914	126.462616	191.653748	98.594897	275.912783	3.424567	3.485867	3.446308	0.072454	4.426192	6.707881	3.450821	9.656947	Neusticosaurus_edwardsii,Neusticosaurus_peyeri,Neusticosaurus_pusillus,Serpianosaurus_mirigiolensis	
