Node ID	No Taxa	Original BL	No different from original	Pct time scaled	Mean Scalar	Mode Scalar	Median Scalar	SD Scalar	Mean SigV	Mode SigV	Median SigV	SD SigV	Mean DeltaB	Mode DeltaB	Median DeltaB	SD DeltaB	Mean DeltaV	Mode DeltaV	Median DeltaV	SD DeltaV	Taxa List	
0	79	0.000000	0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Albertonectes_vanderveldei,Archaeonectrus_rostratus,Aristonectes_quiriquinensis,Attenborosaurus_conybeari,Avalonnectes_arturi,Bobosaurus_forojuliensis,Brancasaurus_brancai,Callawayasaurus_colombiensis,Ceresiosaurus_calcagnii,Colymbosaurus_trochanterius,Corosaurus_alcovensis,Cryptoclidus_eurymerus,Cyamodus_orientalis,Dactylosaurus_schroederi,Diandongosaurus_acutidentatus,Dianmeisaurus_gracilis,Dianopachysaurus_dingi,Dolichorhynchops_osborni,Elasmosaurus_platyurus,Eopleiosaurus_antiquior,Glyphoderma_kangi,Hauffiosaurus_longirostris,Hauffiosaurus_tomistomimus,Hauffiosaurus_zanoni,Henodus_chelyops,Hydrotherosaurus_alexandrae,Kaiwhekea_katiki,Keichousaurus_hui,Kronosaurus_boyacensis,Kronosaurus_queenslandicus,Lariosaurus_balsami,Lariosaurus_valceresii,Lariosaurus_xingyiensis,Libonectes_atlasense,Lindwurmia_thiuda,Liopleurodon_ferox,Luskhan_itilensis,Macroplata_tenuiceps,Manemergus_anguirostris,Meyerasaurus_victor,Microcleidus_brachypterygius,Microcleidus_homalospondylus,Microcleidus_sp,Microcleidus_tournemirensis,Morenosaurus_stocki,Muraenosaurus_leedsii,Neusticosaurus_edwardsii,Neusticosaurus_peyeri,Neusticosaurus_pusillus,Nichollssaura_borealis,Nothosaurus_giganteus,Nothosaurus_marchicus,Nothosaurus_youngi,Panzhousaurus_rotundirostris,Paraplacodus_broilii,Peloneustes_philarchus,Placodus_gigas,Placodus_inexpectatus,Plesiopterys_wildi,Plesiosaurus_dolichodeirus,Plesiosaurus_sp,Polycotylus_latipinnis,Psephochelys_polyosteoderma,Psephoderma_alpinum,Qianxisaurus_chajiangensis,Rhomaleosaurus_cramptoni,Rhomaleosaurus_megacephalus,Rhomaleosaurus_zetlandicus,Sachicasaurus_vitae,Seelyosaurus_guilelmiimperatori,Serpianosaurus_mirigiolensis,Sinocyamodus_xinpuensis,Styxosaurus_sp,Thalassiodracon_hawkinsii,Thalassomedon_haningtoni,Trinacromerum_bentonianum,Wangosaurus_brevirostris,Wumengosaurus_delicatomandibularis,Yunguisaurus_liae	
1	9	2.555000	330	1.650000	1.052385	1.012123	1.000000	0.742708	102.006721	99.452107	97.783183	72.377618	247.620768	254.068727	249.767617	7.384453	260.627172	254.100134	249.836031	184.924813	Cyamodus_orientalis,Glyphoderma_kangi,Henodus_chelyops,Paraplacodus_broilii,Placodus_gigas,Placodus_inexpectatus,Psephochelys_polyosteoderma,Psephoderma_alpinum,Sinocyamodus_xinpuensis	
2	1	5.540887	403	2.015000	1.049140	1.003631	1.000000	0.589080	101.687185	98.764919	97.795442	57.215982	537.001445	550.984777	541.657199	16.014254	563.437204	547.245255	541.873490	317.027288	Paraplacodus_broilii	
3	8	0.113000	632	3.160000	1.232755	0.987015	1.000000	2.081070	119.532430	99.086256	97.815545	202.554650	10.951525	11.236699	11.046474	0.326592	13.507165	11.196747	11.053157	22.888675	Cyamodus_orientalis,Glyphoderma_kangi,Henodus_chelyops,Placodus_gigas,Placodus_inexpectatus,Psephochelys_polyosteoderma,Psephoderma_alpinum,Sinocyamodus_xinpuensis	
4	2	0.124000	1275	6.375000	1.422761	1.005754	1.000000	2.638105	137.881826	98.814983	97.911945	255.998724	12.017603	12.330537	12.121794	0.358384	17.097346	12.253058	12.141081	31.743842	Placodus_gigas,Placodus_inexpectatus	
5	1	5.318300	801	4.005000	1.090621	0.991439	1.000000	0.871353	105.715597	99.420744	97.817968	84.915045	515.429170	528.850767	519.897894	15.370934	562.227259	528.749342	520.225297	451.603685	Placodus_gigas	
6	1	0.291691	1280	6.400000	1.326308	0.988960	1.000000	2.164286	128.531254	96.531276	97.900343	210.132743	28.269569	29.005699	28.514664	0.843044	37.491410	28.157304	28.556649	61.293830	Placodus_inexpectatus	
7	6	8.622000	445	2.225000	1.011874	1.004035	1.000000	0.290862	98.078673	98.904917	97.735071	28.689350	835.611060	857.370084	842.855733	24.919277	845.634319	852.758197	842.671782	247.359578	Cyamodus_orientalis,Glyphoderma_kangi,Henodus_chelyops,Psephochelys_polyosteoderma,Psephoderma_alpinum,Sinocyamodus_xinpuensis	
8	2	0.283000	1083	5.415000	1.140786	0.972453	1.000000	1.364420	110.568092	97.181918	97.777377	132.722147	27.427271	28.141468	27.665063	0.817926	31.290770	27.502483	27.670998	37.560368	Cyamodus_orientalis,Sinocyamodus_xinpuensis	
9	1	1.670309	970	4.850000	1.068381	0.987874	1.000000	0.881203	103.550417	98.144415	97.740344	85.219061	161.879920	166.095218	163.283405	4.827522	172.961194	163.931500	163.256576	142.342165	Cyamodus_orientalis	
