Node ID	No Taxa	Original BL	No different from original	Pct time scaled	Mean Scalar	Mode Scalar	Median Scalar	SD Scalar	Mean SigV	Mode SigV	Median SigV	SD SigV	Mean DeltaB	Mode DeltaB	Median DeltaB	SD DeltaB	Mean DeltaV	Mode DeltaV	Median DeltaV	SD DeltaV	Taxa List	
0	79	0.000000	0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Albertonectes_vanderveldei,Archaeonectrus_rostratus,Aristonectes_quiriquinensis,Attenborosaurus_conybeari,Avalonnectes_arturi,Bobosaurus_forojuliensis,Brancasaurus_brancai,Callawayasaurus_colombiensis,Ceresiosaurus_calcagnii,Colymbosaurus_trochanterius,Corosaurus_alcovensis,Cryptoclidus_eurymerus,Cyamodus_orientalis,Dactylosaurus_schroederi,Diandongosaurus_acutidentatus,Dianmeisaurus_gracilis,Dianopachysaurus_dingi,Dolichorhynchops_osborni,Elasmosaurus_platyurus,Eopleiosaurus_antiquior,Glyphoderma_kangi,Hauffiosaurus_longirostris,Hauffiosaurus_tomistomimus,Hauffiosaurus_zanoni,Henodus_chelyops,Hydrotherosaurus_alexandrae,Kaiwhekea_katiki,Keichousaurus_hui,Kronosaurus_boyacensis,Kronosaurus_queenslandicus,Lariosaurus_balsami,Lariosaurus_valceresii,Lariosaurus_xingyiensis,Libonectes_atlasense,Lindwurmia_thiuda,Liopleurodon_ferox,Luskhan_itilensis,Macroplata_tenuiceps,Manemergus_anguirostris,Meyerasaurus_victor,Microcleidus_brachypterygius,Microcleidus_homalospondylus,Microcleidus_sp,Microcleidus_tournemirensis,Morenosaurus_stocki,Muraenosaurus_leedsii,Neusticosaurus_edwardsii,Neusticosaurus_peyeri,Neusticosaurus_pusillus,Nichollssaura_borealis,Nothosaurus_giganteus,Nothosaurus_marchicus,Nothosaurus_youngi,Panzhousaurus_rotundirostris,Paraplacodus_broilii,Peloneustes_philarchus,Placodus_gigas,Placodus_inexpectatus,Plesiopterys_wildi,Plesiosaurus_dolichodeirus,Plesiosaurus_sp,Polycotylus_latipinnis,Psephochelys_polyosteoderma,Psephoderma_alpinum,Qianxisaurus_chajiangensis,Rhomaleosaurus_cramptoni,Rhomaleosaurus_megacephalus,Rhomaleosaurus_zetlandicus,Sachicasaurus_vitae,Seelyosaurus_guilelmiimperatori,Serpianosaurus_mirigiolensis,Sinocyamodus_xinpuensis,Styxosaurus_sp,Thalassiodracon_hawkinsii,Thalassomedon_haningtoni,Trinacromerum_bentonianum,Wangosaurus_brevirostris,Wumengosaurus_delicatomandibularis,Yunguisaurus_liae	
1	9	1.505000	465	2.325000	1.079987	1.014348	1.000000	1.001508	103.077848	99.242137	96.646116	96.071295	143.607396	149.216188	145.408681	6.272323	155.132161	149.359416	145.452405	144.587299	Cyamodus_orientalis,Glyphoderma_kangi,Henodus_chelyops,Paraplacodus_broilii,Placodus_gigas,Placodus_inexpectatus,Psephochelys_polyosteoderma,Psephoderma_alpinum,Sinocyamodus_xinpuensis	
2	1	12.052095	535	2.675000	1.066964	0.993171	1.000000	0.845184	101.808284	98.513615	96.652668	80.977533	1150.013274	1194.928688	1164.438034	50.228995	1227.003110	1187.295450	1164.867131	975.948927	Paraplacodus_broilii	
3	8	0.999000	697	3.485000	1.145913	0.987015	1.000000	1.490897	109.309348	97.138717	96.642799	141.452164	95.324776	99.047822	96.520447	4.163489	109.200038	97.041578	96.546156	141.310712	Cyamodus_orientalis,Glyphoderma_kangi,Henodus_chelyops,Placodus_gigas,Placodus_inexpectatus,Psephochelys_polyosteoderma,Psephoderma_alpinum,Sinocyamodus_xinpuensis	
4	2	3.514000	1528	7.640000	1.395728	0.986916	1.000000	2.316293	133.102797	99.091757	96.846759	221.286557	335.306571	348.402449	339.512363	14.645146	467.723229	348.208434	340.319511	777.600962	Placodus_gigas,Placodus_inexpectatus	
5	1	11.417003	1211	6.055000	1.189846	1.015158	1.000000	1.618675	113.579929	98.113532	96.730861	156.340052	1089.412671	1131.961241	1103.077310	47.582150	1296.742396	1120.162493	1104.376525	1784.934843	Placodus_gigas	
6	1	9.276035	1107	5.535000	1.142396	1.012924	1.000000	1.169547	109.007675	98.231144	96.686942	111.716619	885.121083	919.690753	896.223267	38.659330	1011.159009	911.195532	896.871458	1036.287272	Placodus_inexpectatus	
7	6	5.486000	804	4.020000	1.042572	1.008208	1.000000	0.779047	99.478817	98.963790	96.552126	74.355896	523.475199	543.920271	530.041213	22.863765	545.740791	542.915350	529.684963	407.916443	Cyamodus_orientalis,Glyphoderma_kangi,Henodus_chelyops,Psephochelys_polyosteoderma,Psephoderma_alpinum,Sinocyamodus_xinpuensis	
8	2	1.634000	1289	6.445000	1.125032	1.030932	1.000000	1.748296	107.377525	98.646084	96.569942	170.310267	155.916601	162.006147	157.872283	6.809951	175.454876	161.187701	157.795285	278.286976	Cyamodus_orientalis,Sinocyamodus_xinpuensis	
9	1	20.268454	1169	5.845000	1.030567	1.010418	1.000000	0.622731	98.359841	99.452518	96.516312	59.743380	1934.019865	2009.555778	1958.278517	84.471959	1993.601912	2015.748783	1956.236440	1210.905948	Cyamodus_orientalis	
