Node ID	No Taxa	Original BL	No different from original	Pct time scaled	Mean Scalar	Mode Scalar	Median Scalar	SD Scalar	Mean SigV	Mode SigV	Median SigV	SD SigV	Mean DeltaB	Mode DeltaB	Median DeltaB	SD DeltaB	Mean DeltaV	Mode DeltaV	Median DeltaV	SD DeltaV	Taxa List	
0	79	0.000000	0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Albertonectes_vanderveldei,Archaeonectrus_rostratus,Aristonectes_quiriquinensis,Attenborosaurus_conybeari,Avalonnectes_arturi,Bobosaurus_forojuliensis,Brancasaurus_brancai,Callawayasaurus_colombiensis,Ceresiosaurus_calcagnii,Colymbosaurus_trochanterius,Corosaurus_alcovensis,Cryptoclidus_eurymerus,Cyamodus_orientalis,Dactylosaurus_schroederi,Diandongosaurus_acutidentatus,Dianmeisaurus_gracilis,Dianopachysaurus_dingi,Dolichorhynchops_osborni,Elasmosaurus_platyurus,Eopleiosaurus_antiquior,Glyphoderma_kangi,Hauffiosaurus_longirostris,Hauffiosaurus_tomistomimus,Hauffiosaurus_zanoni,Henodus_chelyops,Hydrotherosaurus_alexandrae,Kaiwhekea_katiki,Keichousaurus_hui,Kronosaurus_boyacensis,Kronosaurus_queenslandicus,Lariosaurus_balsami,Lariosaurus_valceresii,Lariosaurus_xingyiensis,Libonectes_atlasense,Lindwurmia_thiuda,Liopleurodon_ferox,Luskhan_itilensis,Macroplata_tenuiceps,Manemergus_anguirostris,Meyerasaurus_victor,Microcleidus_brachypterygius,Microcleidus_homalospondylus,Microcleidus_sp,Microcleidus_tournemirensis,Morenosaurus_stocki,Muraenosaurus_leedsii,Neusticosaurus_edwardsii,Neusticosaurus_peyeri,Neusticosaurus_pusillus,Nichollssaura_borealis,Nothosaurus_giganteus,Nothosaurus_marchicus,Nothosaurus_youngi,Panzhousaurus_rotundirostris,Paraplacodus_broilii,Peloneustes_philarchus,Placodus_gigas,Placodus_inexpectatus,Plesiopterys_wildi,Plesiosaurus_dolichodeirus,Plesiosaurus_sp,Polycotylus_latipinnis,Psephochelys_polyosteoderma,Psephoderma_alpinum,Qianxisaurus_chajiangensis,Rhomaleosaurus_cramptoni,Rhomaleosaurus_megacephalus,Rhomaleosaurus_zetlandicus,Sachicasaurus_vitae,Seelyosaurus_guilelmiimperatori,Serpianosaurus_mirigiolensis,Sinocyamodus_xinpuensis,Styxosaurus_sp,Thalassiodracon_hawkinsii,Thalassomedon_haningtoni,Trinacromerum_bentonianum,Wangosaurus_brevirostris,Wumengosaurus_delicatomandibularis,Yunguisaurus_liae	
1	9	4.842000	269	1.345000	1.032316	0.995917	1.000000	0.533446	100.449445	98.792109	98.070077	51.837260	471.145486	481.703240	474.780748	12.378246	486.376211	478.351392	474.855315	250.996014	Cyamodus_orientalis,Glyphoderma_kangi,Henodus_chelyops,Paraplacodus_broilii,Placodus_gigas,Placodus_inexpectatus,Psephochelys_polyosteoderma,Psephoderma_alpinum,Sinocyamodus_xinpuensis	
2	1	9.175793	409	2.045000	1.047901	1.009348	1.000000	0.620735	101.969010	98.165467	98.077328	60.552962	892.840449	912.847834	899.729423	23.457294	935.646531	900.746005	899.937260	555.621444	Paraplacodus_broilii	
3	8	4.480000	524	2.620000	1.113547	1.000940	1.000000	1.096526	108.355566	99.561407	98.098221	106.929906	435.921474	445.689904	439.284955	11.452817	485.432935	446.035104	439.480032	479.045977	Cyamodus_orientalis,Glyphoderma_kangi,Henodus_chelyops,Placodus_gigas,Placodus_inexpectatus,Psephochelys_polyosteoderma,Psephoderma_alpinum,Sinocyamodus_xinpuensis	
4	2	0.323000	1736	8.680000	1.741847	1.020975	1.000000	3.577737	169.521443	86.582418	98.256232	349.261155	31.429160	32.133446	31.671661	0.825728	54.755426	27.966121	31.736763	112.811353	Placodus_gigas,Placodus_inexpectatus	
5	1	4.935765	1254	6.270000	1.313547	0.991950	1.000000	2.118537	127.816827	88.896415	98.180236	207.373059	480.269187	491.031390	483.974845	12.617949	630.873819	438.771815	484.594570	1023.544686	Placodus_gigas	
6	1	0.950825	1304	6.520000	1.380547	0.943333	1.000000	2.559638	134.405192	99.698971	98.178778	250.499192	92.518981	94.592210	93.232839	2.430720	127.795816	94.796274	93.350837	238.180895	Placodus_inexpectatus	
7	6	0.225000	662	3.310000	1.162852	0.992121	1.000000	1.545084	113.162550	95.236369	98.102214	150.861153	21.893378	22.383980	22.062302	0.575197	25.461574	21.428183	22.072998	33.943759	Cyamodus_orientalis,Glyphoderma_kangi,Henodus_chelyops,Psephochelys_polyosteoderma,Psephoderma_alpinum,Sinocyamodus_xinpuensis	
8	2	9.127000	751	3.755000	1.049206	1.003319	1.000000	0.618211	102.074583	97.655305	98.076978	60.140749	888.092700	907.993694	894.945042	23.332558	931.634720	891.299965	895.148578	548.904612	Cyamodus_orientalis,Sinocyamodus_xinpuensis	
9	1	7.218404	782	3.910000	1.064515	1.000805	1.000000	0.783713	103.584847	96.339024	98.070498	76.527461	702.378865	718.118255	707.798276	18.453362	747.717275	695.413996	707.912475	552.406131	Cyamodus_orientalis	
