Node ID	No Taxa	Original BL	No different from original	Pct time scaled	Mean Scalar	Mode Scalar	Median Scalar	SD Scalar	Mean SigV	Mode SigV	Median SigV	SD SigV	Mean DeltaB	Mode DeltaB	Median DeltaB	SD DeltaB	Mean DeltaV	Mode DeltaV	Median DeltaV	SD DeltaV	Taxa List	
0	79	0.000000	0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Albertonectes_vanderveldei,Archaeonectrus_rostratus,Aristonectes_quiriquinensis,Attenborosaurus_conybeari,Avalonnectes_arturi,Bobosaurus_forojuliensis,Brancasaurus_brancai,Callawayasaurus_colombiensis,Ceresiosaurus_calcagnii,Colymbosaurus_trochanterius,Corosaurus_alcovensis,Cryptoclidus_eurymerus,Cyamodus_orientalis,Dactylosaurus_schroederi,Diandongosaurus_acutidentatus,Dianmeisaurus_gracilis,Dianopachysaurus_dingi,Dolichorhynchops_osborni,Elasmosaurus_platyurus,Eopleiosaurus_antiquior,Glyphoderma_kangi,Hauffiosaurus_longirostris,Hauffiosaurus_tomistomimus,Hauffiosaurus_zanoni,Henodus_chelyops,Hydrotherosaurus_alexandrae,Kaiwhekea_katiki,Keichousaurus_hui,Kronosaurus_boyacensis,Kronosaurus_queenslandicus,Lariosaurus_balsami,Lariosaurus_valceresii,Lariosaurus_xingyiensis,Libonectes_atlasense,Lindwurmia_thiuda,Liopleurodon_ferox,Luskhan_itilensis,Macroplata_tenuiceps,Manemergus_anguirostris,Meyerasaurus_victor,Microcleidus_brachypterygius,Microcleidus_homalospondylus,Microcleidus_sp,Microcleidus_tournemirensis,Morenosaurus_stocki,Muraenosaurus_leedsii,Neusticosaurus_edwardsii,Neusticosaurus_peyeri,Neusticosaurus_pusillus,Nichollssaura_borealis,Nothosaurus_giganteus,Nothosaurus_marchicus,Nothosaurus_youngi,Panzhousaurus_rotundirostris,Paraplacodus_broilii,Peloneustes_philarchus,Placodus_gigas,Placodus_inexpectatus,Plesiopterys_wildi,Plesiosaurus_dolichodeirus,Plesiosaurus_sp,Polycotylus_latipinnis,Psephochelys_polyosteoderma,Psephoderma_alpinum,Qianxisaurus_chajiangensis,Rhomaleosaurus_cramptoni,Rhomaleosaurus_megacephalus,Rhomaleosaurus_zetlandicus,Sachicasaurus_vitae,Seelyosaurus_guilelmiimperatori,Serpianosaurus_mirigiolensis,Sinocyamodus_xinpuensis,Styxosaurus_sp,Thalassiodracon_hawkinsii,Thalassomedon_haningtoni,Trinacromerum_bentonianum,Wangosaurus_brevirostris,Wumengosaurus_delicatomandibularis,Yunguisaurus_liae	
1	9	4.811000	300	1.500000	1.024267	1.005806	1.000000	0.408697	99.551540	98.119257	98.004754	39.855973	467.585516	478.652491	471.467207	12.670630	478.942460	472.051747	471.500871	191.747086	Cyamodus_orientalis,Glyphoderma_kangi,Henodus_chelyops,Paraplacodus_broilii,Placodus_gigas,Placodus_inexpectatus,Psephochelys_polyosteoderma,Psephoderma_alpinum,Sinocyamodus_xinpuensis	
2	1	11.020604	346	1.730000	1.020130	1.004672	1.000000	0.364429	99.146187	98.944031	98.003416	35.495259	1071.102643	1096.453867	1079.994467	29.024735	1092.650864	1090.422979	1080.056838	391.179194	Paraplacodus_broilii	
3	8	0.387000	578	2.890000	1.131418	1.004094	1.000000	1.343149	109.963199	98.115395	98.024904	130.435540	37.612886	38.503121	37.925132	1.019234	42.555758	37.970658	37.935638	50.478554	Cyamodus_orientalis,Glyphoderma_kangi,Henodus_chelyops,Placodus_gigas,Placodus_inexpectatus,Psephochelys_polyosteoderma,Psephoderma_alpinum,Sinocyamodus_xinpuensis	
4	2	2.483000	1101	5.505000	1.215009	1.007233	1.000000	1.527467	118.087504	96.877408	98.079582	148.350714	241.325055	247.036819	243.328429	6.539425	293.211271	240.546604	243.531601	368.354822	Placodus_gigas,Placodus_inexpectatus	
5	1	1.895122	1094	5.470000	1.186219	0.996573	1.000000	1.356988	115.258771	99.053366	98.088675	131.594543	184.188651	188.548091	185.717704	4.991143	218.429434	187.718213	185.890006	249.387714	Placodus_gigas	
6	1	4.175609	854	4.270000	1.080678	0.991500	1.000000	0.811425	105.029525	98.159517	98.026308	78.478672	405.831281	415.436635	409.200314	10.997214	438.562229	409.875762	409.319536	327.696251	Placodus_inexpectatus	
7	6	12.250000	428	2.140000	1.011272	1.005050	1.000000	0.290272	98.292830	99.103050	97.991793	28.383853	1190.588771	1218.768034	1200.472517	32.262569	1204.087163	1214.012358	1200.399464	347.702199	Cyamodus_orientalis,Glyphoderma_kangi,Henodus_chelyops,Psephochelys_polyosteoderma,Psephoderma_alpinum,Sinocyamodus_xinpuensis	
8	2	0.281000	1006	5.030000	1.149588	0.965184	1.000000	1.594465	111.744906	96.244067	98.020370	155.098638	27.310649	27.957046	27.537370	0.740064	31.400319	27.044583	27.543724	43.582717	Cyamodus_orientalis,Sinocyamodus_xinpuensis	
9	1	4.982937	857	4.285000	1.044482	0.994457	1.000000	0.647553	101.532875	99.559329	97.989528	63.477752	484.296232	495.758721	488.316647	13.123457	505.931921	496.097862	488.275642	316.305637	Cyamodus_orientalis	
